"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Leg Press","1","160","16","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Leg Press","2","200","15","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Leg Press","3","240","16","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Leg Press","4","280","10","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Leg Press","5","320","16","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Leg Press","6","360","12","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","1","80","15","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","2","80","12","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","3","100","12","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","4","120","10","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","5","120","8","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","6","100","10","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","7","100","10","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","8","100","10","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","9","100","8","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Standing Barbell Calf Raise","10","100","8","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","1","12","16","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","2","14","12","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","3","14","10","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","4","12","6","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","5","9","7","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","6","14","9","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","7","12","6","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","8","9","6","","","kg",
"2022-12-29 16:21:18","Perna, Panturrilha, Ombro","Lateral Dumbbell Raises","9","12","10","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","1","22","16","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","2","24","13","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","3","22","14","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","4","24","14","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","5","26","8","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Incline Dumbbell Bench Press","1","22","14","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Incline Dumbbell Bench Press","2","22","7","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Incline Dumbbell Bench Press","3","20","10","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Incline Dumbbell Bench Press","4","20","8","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Butterfly Machine","1","20","12","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Butterfly Machine","2","20","10","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Butterfly Machine","3","20","12","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Butterfly Machine","4","25","7","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Lateral Dumbbell Raises","1","12","18","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Lateral Dumbbell Raises","2","14","8","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Lateral Dumbbell Raises","3","14","11","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Lateral Dumbbell Raises","4","12","16","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Lateral Dumbbell Raises","5","12","15","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Lateral Dumbbell Raises","6","12","12","","","kg",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Plank","1","","","","00:02:10","",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Plank","2","","","","00:01:00","",
"2023-01-04 14:55:23","Peito, Ombro, Abdominal ","Plank","3","","","","00:01:00","",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Chin Ups","1","","5","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Wide Grip Lat Pull Down","1","50","11","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Wide Grip Lat Pull Down","2","50","11","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Wide Grip Lat Pull Down","3","50","13","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Wide Grip Lat Pull Down","4","50","12","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Wide Grip Lat Pull Down","5","60","6","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Wide Grip Lat Pull Down","6","60","6","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Cable Rows","1","60","12","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Cable Rows","2","70","14","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Cable Rows","3","70","12","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Cable Rows","4","70","16","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Cable Rows","5","80","14","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Cable Rows","6","90","9","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Cable Rows","7","100","8","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Dumbbell Deadlifts","1","32","8","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Hyperextensions","1","20","18","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Hyperextensions","2","20","11","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Hyperextensions","3","20","10","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Hyperextensions","4","20","12","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Shoulder Press Machine","1","20","16","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Shoulder Press Machine","2","30","4","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Shoulder Press Machine","3","30","6","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Shoulder Press Machine","4","30","4","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Seated Shoulder Press Machine","5","20","5","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Lateral Dumbbell Raises","1","14","10","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Lateral Dumbbell Raises","2","14","10","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Lateral Dumbbell Raises","3","14","9","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Lateral Dumbbell Raises","4","14","8","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Lateral Dumbbell Raises","5","12","10","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Lateral Dumbbell Raises","6","12","9","","","kg",
"2023-01-05 17:38:39","Dorsal, Lombar, Ombro","Lateral Dumbbell Raises","7","10","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","EZ Bar Curl","1","20","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","EZ Bar Curl","2","20","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","EZ Bar Curl","3","20","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","EZ Bar Curl","4","20","8","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","EZ Bar Curl","5","20","8","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Alternating Dumbbell Hammer Curls","1","10","26","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Alternating Dumbbell Hammer Curls","2","14","16","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Alternating Dumbbell Hammer Curls","3","14","14","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Bicep Curl","1","60","4","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Bicep Curl","2","50","9","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Bicep Curl","3","40","10","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Bicep Curl","4","40","8","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Bicep Curl","5","35","11","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Bicep Curl","6","35","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Bicep Curl","7","35","8","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Triceps Pushdown","1","35","25","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Triceps Pushdown","2","50","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Triceps Pushdown","3","50","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Triceps Pushdown","4","50","10","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Cable Triceps Pushdown","5","50","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Triceps Dips","1","","6","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Triceps Dips","2","","9","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Triceps Dips","3","","4","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Seated Two Arm Dumbbell Triceps Extension","1","12","7","","","kg","Ombro desestabilizou"
"2023-01-06 16:25:35","Braço, Abdominal","Seated Two Arm Dumbbell Triceps Extension","2","10","8","","","kg","Lado esquerdo mais fraco "
"2023-01-06 16:25:35","Braço, Abdominal","Lying Barbell Triceps Press","1","10","17","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Lying Barbell Triceps Press","2","10","14","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Lying Barbell Triceps Press","3","10","14","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Lying Barbell Triceps Press","4","10","14","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Lying Barbell Triceps Press","5","10","12","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Lying Barbell Triceps Press","6","10","10","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Lying Barbell Triceps Press","7","10","3","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Crunches","1","","30","","","kg",
"2023-01-06 16:25:35","Braço, Abdominal","Crunches","2","","20","","","kg","Sentindo a lombar de ontem "
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","1","24","15","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","2","24","14","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","3","26","10","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","4","26","9","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Decline Dumbbell Bench Press","5","26","4","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Incline Dumbbell Bench Press","1","24","10","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Incline Dumbbell Bench Press","2","24","7","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Incline Dumbbell Bench Press","3","22","8","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Incline Dumbbell Bench Press","4","22","8","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Lateral Dumbbell Raises","1","14","9","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Lateral Dumbbell Raises","2","12","12","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Butterfly Machine","1","25","18","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Butterfly Machine","2","30","6","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Butterfly Machine","3","25","12","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Butterfly Machine","4","30","8","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Reverse Fly Machine","1","20","8","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Reverse Fly Machine","2","15","7","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Reverse Fly Machine","3","15","7","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Reverse Fly Machine","4","15","9","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Seated Bent Over Rear Delt Raise","1","7","8","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Seated Bent Over Rear Delt Raise","2","7","13","","","kg",
"2023-01-07 10:49:41","Peito, Ombro, Abdominal ","Seated Bent Over Rear Delt Raise","3","7","13","","","kg",
